"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"184","RT @iIyoongi: i don‚Äôt fucking care if you think yoongi gained weight or not. he used to have to decide between a meal or a bus ride home, i‚Ä¶",FALSE,0,NA,2018-01-31 00:32:35,FALSE,NA,"958498208916869120",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","soul_candii",4172,TRUE,FALSE,NA,NA
"185","RT @disabilisaur: 6) transport.

yeah I don't need to pay for bus tickets but I sure have to pay for taxis when I'm out of spoons or need t‚Ä¶",FALSE,0,NA,2018-01-31 00:32:33,FALSE,NA,"958498201367179265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChucktheGremlyn",1,TRUE,FALSE,NA,NA
"186","RT @gurgaonpolice: This is to clarify that no Muslims boys have been detained in relation to the recent acts of vandalism on a Haryana Road‚Ä¶",FALSE,0,NA,2018-01-31 00:32:33,FALSE,NA,"958498197923684354",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Naveera18",5518,TRUE,FALSE,NA,NA
"187","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:32:32,FALSE,NA,"958498196933652481",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","vlueland",804,TRUE,FALSE,NA,NA
"188","This bus is moving at 0.001km/h, like what the actual fuck.",FALSE,0,NA,2018-01-31 00:32:29,FALSE,NA,"958498182622691329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jfrznn",0,FALSE,FALSE,NA,NA
"189","RT @SweetberryTae_: Recuerdan cuando Jungkook encontr√≥ un bus con su nombre por su cumplea√±os
Estaba muy feliz y apenado...‚ô°‚ô°

#ThankYouJun‚Ä¶",FALSE,0,NA,2018-01-31 00:32:29,FALSE,NA,"958498182433996801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","btssoftstan_j",692,TRUE,FALSE,NA,NA
"190","Mas nunca me vuelvo a montar en un bus.",FALSE,0,NA,2018-01-31 00:32:28,FALSE,NA,"958498179946774533",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Franciscoos_",0,FALSE,FALSE,NA,NA
"191","RT @PasionTricolor1: ""Esta banda va a estar siempre a tu lado"" Ì†ºÌæµÌ†ºÌæ∑ Algunos Bolsos esperaron al bus del DECANO y lo alentaron en la salida de‚Ä¶",FALSE,0,NA,2018-01-31 00:32:28,FALSE,NA,"958498179925856261",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","nachooo116",8,TRUE,FALSE,NA,NA
"192","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:32:28,FALSE,NA,"958498178982121472",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Ale777PM",804,TRUE,FALSE,NA,NA
"193","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:32:28,FALSE,NA,"958498177140887552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","emmadelreyy_",18815,TRUE,FALSE,NA,NA
"194","Actually did some reading on bus instead of passing out 
Moving up this week",FALSE,0,NA,2018-01-31 00:32:27,FALSE,NA,"958498175349800960",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","giselle_nieblas",0,FALSE,FALSE,NA,NA
"195","RT @8NewsNow: This dog goes to 'doggy school' every day on a bus and he loves it! Happy Monday! This will probably be the cutest video you‚Ä¶",FALSE,0,NA,2018-01-31 00:32:26,FALSE,NA,"958498170798919680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ShannonKOLO8",113,TRUE,FALSE,NA,NA
"196","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:32:24,FALSE,NA,"958498162762645504",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","iWO3CM84Y",804,TRUE,FALSE,NA,NA
"197","Princeton HealthCare System and University of Pennsylvania Health System to Explore Partnership - New Jersey Bus... https://t.co/00C4MNkc2Y",FALSE,0,NA,2018-01-31 00:32:24,FALSE,NA,"958498162599018496",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","HotlineCrisis",0,FALSE,FALSE,NA,NA
"198","Taking the Compact Battle Bus to SV! Ì†ΩÌ∫å #BHSfaculty #BPatriotProud @MrSchwartzUSA https://t.co/K9uUkciKTp",FALSE,0,NA,2018-01-31 00:32:24,FALSE,NA,"958498162251091968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TJW189",0,FALSE,FALSE,NA,NA
"199","RT @2kiwonhae: (Trans) 180130 Fansign post it - Kiwon 
Q. After waking up, you realised you became Eunki! What will be your reaction to thi‚Ä¶",FALSE,0,NA,2018-01-31 00:32:24,FALSE,NA,"958498161693093888",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TricksterJisung",6,TRUE,FALSE,NA,NA
"200","There will be a time when you must drop all your pride...and run for that bus before it leaves",FALSE,0,NA,2018-01-31 00:32:23,FALSE,NA,"958498155993055233",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","brandizzles",0,FALSE,FALSE,NA,NA
"201","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:32:22,FALSE,NA,"958498155594698754",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yellowpinkskies",18815,TRUE,FALSE,NA,NA
"202","Parang kite kite tong katabi ko sa bus e",FALSE,0,NA,2018-01-31 00:32:20,FALSE,NA,"958498143724748801",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","munggosabalon",0,FALSE,FALSE,NA,NA
"203","update: we‚Äôre golden its the right bus https://t.co/8ST2bk9bOt",FALSE,0,NA,2018-01-31 00:32:19,FALSE,NA,"958498142223187968",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MAGNUSBURNSlDES",0,FALSE,FALSE,NA,NA
"204","@rigobdlr En ixcaquixtla puebla ya varios meses fallando internet aveses un bus destiempo muy mal servicio",FALSE,0,"rigobdlr",2018-01-31 00:32:19,FALSE,"958446201187196928","958498142093111296","96413039","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","manuelsalinasg",0,FALSE,FALSE,NA,NA
"205","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:32:18,FALSE,NA,"958498137496317952",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ErdahlJack",18815,TRUE,FALSE,NA,NA
"206","RT @rancheroni: dad: here it is! our spooky ride around town
me: what
dad: this is what you said you wanted
me: no dad I said the ghost bus‚Ä¶",FALSE,0,NA,2018-01-31 00:32:16,FALSE,NA,"958498129757679617",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","eggplantisgood",14,TRUE,FALSE,NA,NA
"207","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:32:16,FALSE,NA,"958498129069817856",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","arleneestrada_",18815,TRUE,FALSE,NA,NA
"208","RT @KSH_SUPPORT: HOONY BUS IN TAIWANÌ†ΩÌ∫å

Support for Hoony Birthday and 1st Fanmeeting in Taiwan

Ì†ΩÌ≥£Taipei Hoony Bus Support Start

Deposit Da‚Ä¶",FALSE,0,NA,2018-01-31 00:32:16,FALSE,NA,"958498127606030336",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Vivian9165",62,TRUE,FALSE,NA,NA
"209","Pourquoi passe-t-on de plus en plus de temps sur les √©crans ? - 31 janvier 2018 Dans la rue, dans le bus et m√™me en‚Ä¶ https://t.co/asIwOkXTVQ",FALSE,0,NA,2018-01-31 00:32:16,TRUE,NA,"958498127601983488",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","1jour1actu",1,FALSE,FALSE,NA,NA
"210","A guy on the bus just got another dude who wasn‚Äôt moving outta the aisle for me to get outta the way so I could sit‚Ä¶ https://t.co/oMHy1sZ6xL",FALSE,0,NA,2018-01-31 00:32:16,TRUE,NA,"958498127287341056",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alannahmarie5",0,FALSE,FALSE,NA,NA
"211","Dugay mag halin ang bus ba",FALSE,0,NA,2018-01-31 00:32:16,FALSE,NA,"958498127257911296",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ysiaDJane",0,FALSE,FALSE,NA,NA
"212","RT @TheLastRefuge2: 30. Priestap's boss, Andrew McCabe has been caught. His subordinate, Peter Strzok, has most certainly been caught.  And‚Ä¶",FALSE,0,NA,2018-01-31 00:32:14,FALSE,NA,"958498119095906305",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SeeHumanity007",694,TRUE,FALSE,NA,NA
"213","RT @PampichiNews: #ULTIMA_HORA 

Ataque armado en el interior de bus en la subida de #Villalobos deja como saldo una persona fallecida; el‚Ä¶",FALSE,0,NA,2018-01-31 00:32:13,FALSE,NA,"958498114591174656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kingmarvinmond",12,TRUE,FALSE,NA,NA
"214","RT @mjsarmientoa: Otro bus que se incendia en Bogot√°. Pe√±alosa pone en riesgo la vida de los bogotanos con buses viejos. Mejorar el sistema‚Ä¶",FALSE,0,NA,2018-01-31 00:32:13,FALSE,NA,"958498113869828098",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MarisolHenaoAlv",148,TRUE,FALSE,NA,NA
"215","ATTI: #MLMallPM Bus 141 on the Mall PM run has arrived at the Lot A Park &amp; Ride facility - to Morg. Mall: 1/30/2018 7:32:06 PM",FALSE,0,NA,2018-01-31 00:32:12,FALSE,NA,"958498111235686400",NA,"<a href=""http://tweetymail.com"" rel=""nofollow"">tweetymail</a>","MLMallpm",0,FALSE,FALSE,NA,NA
"216","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:32:12,FALSE,NA,"958498110925193216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Jin_Ketchup",805,TRUE,FALSE,NA,NA
"217","RT @grangoig: @PabloMM Y tambi√©n es una verg√ºenza y un timo q la izquierda se movilizara m√°s contra un bus q contra el ""regalo"" del PP del‚Ä¶",FALSE,0,NA,2018-01-31 00:32:10,FALSE,NA,"958498104554278912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FentPv",5,TRUE,FALSE,NA,NA
"218","RT @Jhambrizco_: 3 women, endangered... one comes and tell you and you bring it back to the same taxi driver who did it. She needs to tell‚Ä¶",FALSE,0,NA,2018-01-31 00:32:09,FALSE,NA,"958498099546042368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kassified1",160,TRUE,FALSE,NA,NA
"219","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:32:09,FALSE,NA,"958498098942156800",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PasionJamille",195868,TRUE,FALSE,NA,NA
"220","RT @cn0Xroot: Home Alarm vs Bus PirateÔºöhttps://t.co/5jp6IvGg84  cc @gi7ugv https://t.co/EOYloOy3QF",FALSE,0,NA,2018-01-31 00:32:09,FALSE,NA,"958498097453240320",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","DustySTS",13,TRUE,FALSE,NA,NA
"221","RT @forblockbhyo: project-1 Ïû¨Ìö® ÏÜîÎ°úÍ≥° Bus Stop Î≤àÏó≠Î≥∏
(Ï†úÍ∞Ä ÏßÅÏ†ë Î≤àÏó≠ÌïúÍ±∞Îùº Ïñ¥ÏÉâÌïú Î∂ÄÎ∂ÑÏù¥ ÏûàÏùÑ Ïàò ÏûàÏùåÏùÑ Í∞êÏïàÌïòÍ≥† Î¥êÏ£ºÏÑ∏Ïöî Ì†ΩÌ∏ä) https://t.co/ihNB0TYFU4",FALSE,0,NA,2018-01-31 00:32:07,FALSE,NA,"958498092185210880",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","qnfskr1223",95,TRUE,FALSE,NA,NA
"222","RT @ScottPresler: No, she's not bringing an American as her guest.

Democrats give illegal aliens priority seating. Move to the back of the‚Ä¶",FALSE,0,NA,2018-01-31 00:32:07,FALSE,NA,"958498091832827904",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kambeii",303,TRUE,FALSE,NA,NA
"223","RT @wakiyanih: I added a video to a @YouTube playlist https://t.co/4ruFBnJRoE Erik Santos performs ""Hanggang"" (Wency Cornejo) LIVE on Wish‚Ä¶",FALSE,0,NA,2018-01-31 00:32:06,FALSE,NA,"958498085923037185",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TomboyAngeline",1,TRUE,FALSE,NA,NA
"224","NSW may be getting new bus/train connections in the north, increasing station usage at some heritage railway... https://t.co/KA94mp16Eb",FALSE,0,NA,2018-01-31 00:32:05,FALSE,NA,"958498082777317376",NA,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>","NSWHRSI",0,FALSE,FALSE,NA,NA
"225","RT @DrChui_30: ayer en el bus un bicho malandroso pidiendole al autobusero (su amigo) que le cuadrara efectivo por que se va del pais, y yo‚Ä¶",FALSE,0,NA,2018-01-31 00:32:05,FALSE,NA,"958498082311888896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MateMedi",1,TRUE,FALSE,NA,NA
"226","RT @MCCKansasCity: #MCC2018 New to MCC? Did you know credit students can ride the bus for free? Check out the U-Pass through @RideKCTransit‚Ä¶",FALSE,0,NA,2018-01-31 00:32:04,FALSE,NA,"958498080009129984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lscott1967",1,TRUE,FALSE,NA,NA
"227","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:32:04,FALSE,NA,"958498076523577344",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","skinnyredtree",18815,TRUE,FALSE,NA,NA
"228","sometimes i just like 2 look out the bus window at night longingly while listening to three cheers for five years by mayday parade u kno ???",FALSE,0,NA,2018-01-31 00:32:01,FALSE,NA,"958498065278697474",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cyberspacebabie",0,FALSE,FALSE,NA,NA
"229","|| Hoy dije una mala palabra en la parada del bus, y mi mam√° me pelo los ojos y yo estaba como ""¬øQU√â? NO JODA, TODO‚Ä¶ https://t.co/0epTOyRKDS",FALSE,1,NA,2018-01-31 00:32:01,TRUE,NA,"958498065085845505",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","agloriouschaos",0,FALSE,FALSE,NA,NA
"230","#StateHouse - Audit: many PA bus drivers don't meet basic qualifications - A number of Pennsylvania school district‚Ä¶ https://t.co/JCTpcLX966",FALSE,0,NA,2018-01-31 00:32:00,TRUE,NA,"958498062820888576",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","harrisburgers",0,FALSE,FALSE,NA,NA
"231","RT @MarceloHCabrera: Siempre pensando en el bienestar de los cuencanos, y mejorar la calidad del servicio de transporte p√∫blico, hoy recorr‚Ä¶",FALSE,0,NA,2018-01-31 00:31:59,FALSE,NA,"958498057414430723",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JoiShelton10",275,TRUE,FALSE,NA,NA
"232","RT @saluckiks: Mdrrr tu vas tranquillement prendre le bus https://t.co/6Oh0RAFDrb",FALSE,0,NA,2018-01-31 00:31:58,FALSE,NA,"958498054184886274",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","agnes_angele",7566,TRUE,FALSE,NA,NA
"233","I'm the most fun person on this bus!",FALSE,0,NA,2018-01-31 00:31:58,FALSE,NA,"958498051995267072",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shawtyp00h",0,FALSE,FALSE,NA,NA
"234","@KapilSibal It seems total hand of Congress to be attacked in bus of school children",FALSE,0,"KapilSibal",2018-01-31 00:31:58,FALSE,"956360476270604288","958498051747926016","1910442534","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","NigamPushp",0,FALSE,FALSE,NA,NA
"235","I liked a @YouTube video https://t.co/7DgCx4cKQS SHOCK PLAYZ LEGO MARVEL SUPER HEROS | LEGO WEEK | Road to 1500 Wavies",FALSE,0,NA,2018-01-31 00:31:58,FALSE,NA,"958498051638939649",NA,"<a href=""http://www.google.com/"" rel=""nofollow"">Google</a>","Bus_Sekshooel",0,FALSE,FALSE,NA,NA
"236","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:31:57,FALSE,NA,"958498047813599239",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","tssfnroses",18815,TRUE,FALSE,NA,NA
"237","RT @unesadik: √ßa se voit elle parle fort √† l‚Äôarri√®re du bus https://t.co/RewdrUz09b",FALSE,0,NA,2018-01-31 00:31:55,FALSE,NA,"958498039282401282",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Martins5M",11353,TRUE,FALSE,NA,NA
"238","I‚Äôm tired of people that smell funky coming on the bus in the morning, you don‚Äôt have any reason to smell bad you j‚Ä¶ https://t.co/MCX5NodWF1",FALSE,0,NA,2018-01-31 00:31:55,TRUE,NA,"958498038569345024",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JabariCap",0,FALSE,FALSE,NA,NA
"239","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:31:54,FALSE,NA,"958498038128967680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HirotoKat",805,TRUE,FALSE,NA,NA
"240","RT @chtellez: Projects are beginning to emerge to finance musicians as a regular part of the economy. Let ‚Äòs put our heads together! https:‚Ä¶",FALSE,0,NA,2018-01-31 00:31:53,FALSE,NA,"958498031136997377",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Drchoralrach",1,TRUE,FALSE,NA,NA
"241","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:31:52,FALSE,NA,"958498027819491329",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","kennajanee",18815,TRUE,FALSE,NA,NA
"242","New article from @KHLConstruction | Man Engines now independent - Man Truck &amp; Bus gives engines and components busi‚Ä¶ https://t.co/d0DPj5DiAu",FALSE,0,NA,2018-01-31 00:31:52,TRUE,NA,"958498026506670080",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","CRSWrapUps",0,FALSE,FALSE,NA,NA
"243","RT @iIyoongi: i don‚Äôt fucking care if you think yoongi gained weight or not. he used to have to decide between a meal or a bus ride home, i‚Ä¶",FALSE,0,NA,2018-01-31 00:31:47,FALSE,NA,"958498007049175040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bonelesshobi",4172,TRUE,FALSE,NA,NA
"244","@bus_tweett1 ÿ™ŸÖ",FALSE,0,"bus_tweett1",2018-01-31 00:31:45,FALSE,"958346939925483521","958497998157369350","952560523433914368","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","s_almusbih",0,FALSE,FALSE,NA,NA
"245","@yuranaika overnight bus!",FALSE,0,"yuranaika",2018-01-31 00:31:45,FALSE,"958497707542200320","958497997741936640","2346787026","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Meihua04",0,FALSE,FALSE,NA,NA
"246","@Gecoandes @TransMilenio @ElJodario @eldoctorpelaez @MauriceArmitage Este n√∫mero es el que identifica el bus en la‚Ä¶ https://t.co/xNMpTWytnO",FALSE,0,"Gecoandes",2018-01-31 00:31:44,TRUE,"958494860947976193","958497995280052224","856322028","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","METROCALI",0,FALSE,FALSE,NA,NA
"247","RT @BarackObama: Dr. King was 26 when the Montgomery bus boycott began. He started small, rallying others who believed their efforts matter‚Ä¶",FALSE,0,NA,2018-01-31 00:31:44,FALSE,NA,"958497994193756165",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZuperZmashCrows",374694,TRUE,FALSE,NA,NA
"248","RT @HoseokArgentino: Recordemos la vez en que iban en su camioneta y vieron un bus dedicado a JK por su cumplea√±os, estaba avergonzado ‚ô°

#‚Ä¶",FALSE,0,NA,2018-01-31 00:31:44,FALSE,NA,"958497992817946625",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ToyBonfnaf",178,TRUE,FALSE,NA,NA
"249","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:31:44,FALSE,NA,"958497992465555457",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nisaarmln",805,TRUE,FALSE,NA,NA
"250","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:31:42,FALSE,NA,"958497985058492416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MalenaPochat",18815,TRUE,FALSE,NA,NA
"251","@maggieserota YES! but i thought Bannon was still stuck under a bus somewhere",FALSE,1,"maggieserota",2018-01-31 00:31:41,FALSE,"958497775045529601","958497983338868736","88826456","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","JoeTacopino",0,FALSE,FALSE,NA,NA
"252","@DevinNunes how much did the White House helped in construction of this memo, how deep are you willing to go to sel‚Ä¶ https://t.co/pXmmokonmI",FALSE,0,"DevinNunes",2018-01-31 00:31:40,TRUE,NA,"958497978565693440","54412900","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rausc15",0,FALSE,FALSE,NA,NA
"253","Legit saw a old woman the other day just chuck half a fag away onto the floor when her bus arrived",FALSE,0,NA,2018-01-31 00:31:40,FALSE,NA,"958497977282301953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Stifmyster_",0,FALSE,FALSE,NA,NA
"254","There was something so beautiful and peaceful about gazing at a full moon while waiting at the bus stop tonight... https://t.co/q6YAjr8tO0",FALSE,0,NA,2018-01-31 00:31:38,FALSE,NA,"958497971078946816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","JZaluzec",0,FALSE,FALSE,NA,NA
"255","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:31:38,FALSE,NA,"958497970940514304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lesliie_annx3",18815,TRUE,FALSE,NA,NA
"256","late to work that i missed my bus lmao have to take the grab instead‚Äî the goes my money xD https://t.co/zJE05IrTVc",FALSE,0,NA,2018-01-31 00:31:37,FALSE,NA,"958497965278048257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","shoutattsun",0,FALSE,FALSE,NA,NA
"257","RT @iIyoongi: i don‚Äôt fucking care if you think yoongi gained weight or not. he used to have to decide between a meal or a bus ride home, i‚Ä¶",FALSE,0,NA,2018-01-31 00:31:37,FALSE,NA,"958497965248864257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Halls_819",4172,TRUE,FALSE,NA,NA
"258","RT @collegeprobIem: i am a:
‚ö™man
‚ö™woman
Ì†ΩÌ¥òcollege student 

seeking:
‚ö™men
‚ö™women
Ì†ΩÌ¥òto be hit by campus shuttle bus",FALSE,0,NA,2018-01-31 00:31:36,FALSE,NA,"958497961155100672",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TonyCreatura",18815,TRUE,FALSE,NA,NA
"259","RT @PasionTricolor1: ""Esta banda va a estar siempre a tu lado"" Ì†ºÌæµÌ†ºÌæ∑ Algunos Bolsos esperaron al bus del DECANO y lo alentaron en la salida de‚Ä¶",FALSE,0,NA,2018-01-31 00:31:35,FALSE,NA,"958497956663119872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BolsoDemenciaN",8,TRUE,FALSE,NA,NA
"260","RT @voguemagazine: Watch what happened when @BTS_twt, the global K-pop phenomenon, boarded a party bus with Vogue and took L.A. by storm. h‚Ä¶",FALSE,0,NA,2018-01-31 00:31:33,FALSE,NA,"958497948115111936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jiminsveins",805,TRUE,FALSE,NA,NA
